nickname,userProvince,userLevelName,userClientShow,isMobile,score,evaluation,creationTime,referenceTime,days,referenceId,content
"j***e","四川","银牌会员","来自京东Android客户端","True","5","好评","2016-12-19 11:39:40","2016-11-24 16:43:49","25","1015650","挺好，服务也好。送货很快，质量很好。只是不知道是不是安装的时候底座没有调好，脱水的时候，摆动和声音都比较大。"
"悠***0","北京","金牌会员","来自京东Android客户端","True","5","好评","2016-08-03 23:11:08","2016-05-03 16:40:20","92","1015650","一直相信海尔的，用了一段时间，非常不错，五一活动期间购买，价格也实惠。就是留的水槽有点远，洗衣机自带水管不够长，加了一节花30软妹币"
"W***r","","银牌会员","来自微信购物","False","5","好评","2016-11-04 13:29:56","2016-08-12 11:54:17","84","1015650","洗衣机收到一直忘记评价了，用了两个月非常好，又节约水，又方便，洗衣服非常干净，比在商场买的便宜很多，工人上门安装速度快"
"j***b","黑龙江","银牌会员","来自京东Android客户端","True","5","好评","2016-06-30 17:26:12","2016-05-05 12:42:07","56","1015650","打开一看，非常好，喜欢！我个人比较挑的，不过见到货品踏实了。非常不错！还有接待我的客服态度也很好，耐心！祝你们生意兴隆！"
"j***i","","银牌会员","","False","5","好评","2016-04-15 02:36:01","2016-03-07 12:48:21","39","1015650","呵，货真不错，老公很喜欢！非常不错的一次购物体验，*值了！"
"7***博","","金牌会员","来自京东Android客户端","True","5","好评","2016-08-05 21:01:40","2016-05-20 18:16:03","77","1015650","刚拿过来的时候没教安装，后面固定的螺丝没有拆下来，后面打客服电话才解决，海尔的质量还是没得说的，好评"
"j***c","","银牌会员","来自京东Android客户端","True","5","好评","2016-09-15 08:30:07","2016-07-26 12:09:27","51","1015650","送来的时候没有时间，还麻烦师傅改天送，送到后帮忙搬到家里，安装好，服务特好，而且京东大家知道的，速度真的很快"
"京***k","","银牌会员","来自京东Android客户端","True","5","好评","2016-07-06 11:49:27","2016-06-18 18:25:45","18","1015650","洗衣机搞活动买的超级划算，已经洗了好几次了，衣服洗得很干净，也不浪费水，很好用哦！性价比超级高，推荐购买"
"北***盛","北京","钻石会员","来自京东iPhone客户端","True","5","好评","2016-06-23 07:57:34","2016-04-17 18:36:15","67","1015650","不好用 洗完衣服总是有很多泡沫 衣服粘粘的 昨天海尔售后来了维修完 还是这样 要求换其他品牌 因为买完开始不住这边 新搬家的 最近才用几次总是这个毛病  换不同模式试用 还是这样 不想再要这个牌子的了"
"真***格","河南","钻石会员","来自京东iPhone客户端","True","5","好评","2016-07-11 19:28:29","2016-06-01 08:51:55","40","1015650","家里老人使用的，操作上还是有点不太会，但是售后还是很耐心，谢谢安装的师傅，海尔产品一直都是首选"
"jd_lmt8689","","钻石会员","来自京东iPhone客户端","True","5","好评","2016-06-11 01:24:33","2016-06-01 22:07:10","10","1015650","送货的师傅态度太差，我妈50多岁的人要他帮忙抬一下都不帮忙。一直在京东买东西，这次很失望。"
"小***了","山东","钻石会员","来自京东iPhone客户端","True","5","好评","2016-10-01 14:29:55","2016-09-28 12:55:00","3","1015650","海尔大品牌值得信赖啊，而且一直都在京东买东西，很放心，等用一段时间会追加评价的"
"j***2","北京","银牌会员","来自京东Android客户端","True","5","好评","2016-11-05 17:32:12","2016-10-14 07:44:04","22","1015650","洗衣服很干净，很方便，洗衣机水电都比较节省，而且物流很快，服务很周到，是难得的良心卖家"
"1***p","","银牌会员","来自京东iPhone客户端","True","5","好评","2016-12-18 13:04:37","2016-11-11 09:16:25","37","1015650","洗衣机震动声音太大了，使用时感觉像地震的感觉。声音在楼下都能听到。"
"j***b","湖南","银牌会员","来自京东Android客户端","True","5","好评","2016-06-30 17:25:55","2016-05-05 12:38:52","56","1015650","大爱啊！很喜欢，卖家服务很耐心，发货到货也给力，满意的购物！以后朋友要买都介绍到你家来"
"j***0","云南","银牌会员","来自京东Android客户端","True","5","好评","2016-06-30 17:26:05","2016-05-05 12:40:18","56","1015650","评价晚了不好意思！宝贝非常满意！卖家服务也很到位，让人省心，有需要一定还会再来的。"
"jd_232669203","四川","金牌会员","","False","5","好评","2016-08-08 13:20:22","2016-08-03 20:05:26","5","1015650","商品虽然第一件有点问题，但是换货很快，售货服务态度和第二个也超好，下次还光顾海尔，"
"j***j","","银牌会员","来自京东Android客户端","True","5","好评","2017-01-12 13:27:19","2016-12-17 16:17:52","26","1015650","产品还可以，送货师傅也很好，就是时间不能调。"
"0***兵","","钻石会员","来自京东Android客户端","True","5","好评","2016-12-13 07:37:55","2016-11-29 09:35:43","14","1015650","宝贝收到了打开看了一下还可以物流也很快这个宝贝划算放心购买吧！"
"郝***猪","四川","钻石会员","来自京东iPhone客户端","True","5","好评","2016-09-10 19:57:39","2016-09-03 20:57:54","7","1015650","价廉物美，使用起来还挺方便的，但一分钱 一分货，跟几千块的洗衣机还是不能比"
"j***q","","金牌会员","","False","5","好评","2016-06-12 15:51:07","2016-06-02 00:11:23","10","1015650","帮老家亲戚买的。买了一套家电不到10000（1W），希望质量有保证，用的时间长点。"
"j***3","湖南","铜牌会员","来自京东Android客户端","True","5","好评","2016-06-30 15:38:00","2016-05-05 13:46:29","56","1015650","&quot;发货超快，物流也超快，包装也专业，看起来很漂亮，质量也不错哦。&quot;"
"-玫瑰如我","","金牌会员","来自京东iPhone客户端","True","5","好评","2017-01-01 16:45:59","2016-12-22 14:04:54","10","1015650","配送速度超快 客服态度也很好 洗衣机很满意"
"佛***腿","广东","金牌会员","来自京东Android客户端","True","5","好评","2016-05-31 19:20:09","2016-05-21 21:05:06","10","1015650","买给老家农村的爸妈用，海尔在内地最大的优势是售后方便！质量不是最好，折中的选择吧！"
"西***7","","钻石会员","来自京东Android客户端","True","5","好评","2016-07-26 20:04:54","2016-07-12 17:25:28","14","1015650","第一次用滖简洗衣机，还是海尔尔的，都是朋反推茬的，好用，方便省水!&bull;"
"9***m","北京","金牌会员","来自京东Android客户端","True","5","好评","2016-10-29 14:37:10","2016-10-25 12:41:05","4","1015650","二次购买了，这次是给妈妈买的，用起来很不错，海尔大品牌值得信赖"
"5***1","","钻石会员","来自京东Android客户端","True","5","好评","2017-01-09 10:58:19","2016-12-11 09:48:26","29","1015650","洗衣机的颜色很漂亮，洗的衣服也很干净。"
"粉***糖","广西","钻石会员","来自京东iPhone客户端","True","5","好评","2016-05-31 10:59:28","2016-04-02 20:38:56","59","1015650","用了好久好久啦，一直觉得它的性价比很高呢！容量比较大，而且静音效果还不错。"
"v***J","","金牌会员","来自京东Android客户端","True","5","好评","2017-02-24 23:19:30","2017-02-19 06:59:26","5","1015650","洗衣机已收到，不错，物有所值"
"j***f","","金牌会员","来自京东iPhone客户端","True","5","好评","2016-07-24 22:51:46","2016-06-18 08:01:46","36","1015650","京东自营的东西就是比外面商场卖的便宜，东西也一样，一直在用京东买东西"
"j***h","","金牌会员","","False","5","好评","2016-04-10 11:05:58","2016-03-10 01:53:08","31","1015650","忠心地感谢你，让我买到了梦寐以求的宝贝，太感谢了！非常不错的一次购物体验，*，值了！"
"j***a","陕西","银牌会员","来自京东Android客户端","True","5","好评","2016-11-05 17:32:10","2016-10-14 07:39:01","22","1015650","物流很给力，快递哥很好，还送到家里，洗衣机很容易一操作，很好用。"
"开***爸","福建","金牌会员","来自京东Android客户端","True","5","好评","2016-10-29 08:35:01","2016-10-23 17:55:52","6","1015650","东西不错，物流速度很快，第一天下单，第二天就安装好了。"
"c***7","广东","金牌会员","来自京东Android客户端","True","5","好评","2016-07-31 12:58:31","2016-06-01 00:20:10","60","1015650","价格实惠，洗宝宝的衣服，比之前的波轮效果好不少，信
赖海尔大品牌"
"H***u","","钻石会员","来自京东iPhone客户端","True","5","好评","2016-12-05 20:43:20","2016-12-02 22:20:03","3","1015650","看起来不错，就是感觉洗不干净还洗衣服的时间特别长"
"j***p","","银牌会员","","False","5","好评","2016-04-15 02:36:22","2016-03-07 12:49:35","39","1015650","包装看起来很好，包得很用心，相信货一定很好，谢谢了！非常不错的一次购物体验，**"
"j***b","河南","钻石会员","来自京东iPhone客户端","True","5","好评","2016-07-15 20:55:47","2016-04-20 10:44:41","86","1015650","脱水振动有点大，每次都要用最小转速，甩干效果就不好，两样不能平衡"
"玉***申","河南","钻石会员","来自京东Android客户端","True","5","好评","2016-10-01 21:46:33","2016-09-29 21:50:31","2","1015650","物流比较快，还没有用，过几天还来评价，海尔的质量没得说！"
"潇***哥","陕西","金牌会员","来自京东Android客户端","True","5","好评","2016-12-14 06:36:40","2016-11-14 01:24:07","30","1015650","挺好用的，怎么感觉洗衣服时间有点长，其他都还好"
"j***s","","铜牌会员","","False","5","好评","2016-03-14 11:57:36","2016-03-07 12:19:48","7","1015650","买了很多东西 都非常满意 很好的服务 我会常来的 非常不错的一次购物体验*，值了！"
"j***j","","银牌会员","来自京东iPhone客户端","True","5","好评","2016-06-06 11:20:13","2016-03-31 13:26:57","67","1015650","用了很久才来评价的，照着以前用的型号买的，比实体店便宜。服务也很棒。"
"1***3","","银牌会员","来自京东Android客户端","True","5","好评","2016-08-09 21:06:51","2016-08-04 20:50:38","5","1015650","之前家里就买了一个，还不错，所以这次给奶奶新家也来一个哦?"
"g***l","四川","钻石会员","来自京东iPhone客户端","True","5","好评","2016-07-10 07:51:00","2016-07-05 18:15:50","5","1015650","性价比高。安装师傅很积极。一些小瑕疵在这个价位面前可以忽略了。"
"j***d","","金牌会员","来自京东Android客户端","True","5","好评","2016-07-24 21:32:21","2016-07-20 21:42:14","4","1015650","看着还不错，帮朋友买的，她一直都很信奈海尔，希望不会让她失望"
"j***d","内蒙古","金牌会员","来自京东Android客户端","True","5","好评","2016-06-30 17:54:47","2016-06-17 00:55:52","13","1015650","效果很不错 客服也很客气，很耐心的帮我进行解答。祝生意兴隆！"
"j***a","天津","银牌会员","来自京东Android客户端","True","5","好评","2016-06-30 17:26:25","2016-05-05 12:44:24","56","1015650","效果很不错 客服也很客气，很耐心的帮我进行解答。祝生意兴隆！"
"B***e","四川","钻石会员","来自京东iPhone客户端","True","5","好评","2016-06-18 09:09:33","2016-04-18 09:35:11","61","1015650","这个价位，确实非常优秀，就是不知道使用久了，会不会有后续问题了"
"j***r","","铜牌会员","","False","5","好评","2016-04-18 23:02:06","2016-03-07 12:37:02","42","1015650","东西不错，客服也很风趣。下次还来～非常不错的一次购物体验，*值了！"
"汽***修","","银牌会员","来自京东Android客户端","True","5","好评","2016-05-08 08:26:06","2016-05-02 13:29:59","6","1015650","好评，第二次购买了，唯一的缺点就是县城不送货，，害的跑去市里拿，车费都花了*"
"半***5","","金牌会员","来自京东iPhone客户端","True","5","好评","2016-06-06 17:14:53","2016-06-02 00:25:03","4","1015650","使用一段时间后再追评，海尔的安装服务欠主动，需要自行联系售后"
"1***4","新疆","钻石会员","来自京东iPad客户端","True","5","好评","2016-06-18 16:42:54","2016-05-04 13:37:04","45","1015650","送货很快，售后安装态度也很好，就是没有烘干，这价格也还可以吧"
"j***6","辽宁","钻石会员","来自京东Android客户端","True","5","好评","2016-06-30 21:28:33","2016-04-06 22:15:06","85","1015650","声音不是很大，但洗衣服很干净我喜好最值得的一次购物漂亮！！！！"
"j***2","天津","银牌会员","来自京东Android客户端","True","5","好评","2016-06-30 17:26:22","2016-05-05 12:43:25","56","1015650","很不错，穿起来很有范，又不会大的太夸张，质量很好，感觉这种应该，值了！"
"j***v","","金牌会员","来自京东iPhone客户端","True","5","好评","2016-09-06 00:14:36","2016-09-04 14:20:11","2","1015650","外观时尚洋气，做工精细，价格实惠，性价比高，支持海尔！"
"jd_183988hii","","金牌会员","来自京东iPad客户端","True","5","好评","2016-08-07 16:40:46","2016-08-06 15:15:52","1","1015650","比我想象中好，谢谢京东，我家厨房太小了，?和师傅一起硬是拽进去的，弄了一点小疵瑕，家里瓷砖也坏了一角，?，不过品质挺好的，摸起来也很有质感，师傅也辛苦了。。"
"j***5","黑龙江","铜牌会员","来自京东Android客户端","True","5","好评","2016-06-30 15:37:45","2016-05-05 13:43:46","56","1015650","宝贝收到了，非常好，很有档次，一点瑕疵都没有，送人非常有面子，喜欢！"
"y***6","河北","PLUS会员","来自京东Android客户端","True","5","好评","2016-06-17 17:29:18","2016-04-14 15:57:21","64","1015650","帮人买的，说是不错，我也考虑自己买一台，，信赖京东支持京东！！"
"j***p","四川","PLUS会员","来自京东Android客户端","True","5","好评","2016-11-23 18:30:39","2016-11-11 01:56:57","12","1015650","性价比高，外观好看，噪音很小，我很喜欢。"
"王***艳","四川","金牌会员","来自京东Android客户端","True","5","好评","2016-06-08 19:34:29","2016-06-06 20:51:42","2","1015650","还没开始用，安装师傅还不错，相信海尔品牌！用后在追加评论"
"j***e","","银牌会员","","False","5","好评","2016-04-15 02:37:03","2016-03-07 13:21:28","39","1015650","货到了，比图片上看到的好多了3Q！非常不错的一次购物体验，**"
"j***9","辽宁","金牌会员","来自京东Android客户端","True","5","好评","2016-06-12 08:17:18","2016-03-24 15:58:05","80","1015650","洗衣机非常好，便宜，比实体店便宜太多，给老人使用的，非常简单"
"j***f","青海","铜牌会员","来自京东Android客户端","True","5","好评","2016-07-07 15:08:58","2016-06-17 00:58:19","20","1015650","好卖家，真有耐心，我终于买到想要的东西了。谢谢卖家。"
"j***a","青海","铜牌会员","来自京东Android客户端","True","5","好评","2016-06-30 15:37:31","2016-05-05 13:41:08","56","1015650","很满意，卖家态度和服务都很好，值得购买，以后还会再来。"
"j***7","广西","银牌会员","来自京东Android客户端","True","5","好评","2016-06-30 17:26:10","2016-05-05 12:41:47","56","1015650","极致，非常喜欢，很满意的一次网购，以后还会再来光顾的。"
"S***D","","银牌会员","来自微信购物","False","5","好评","2016-07-10 17:00:23","2016-07-02 18:50:27","8","1015650","物流很快而且很负责，东西质量很好，声音很小，物超所值！"
"d***1","","PLUS会员","","False","5","好评","2016-06-01 09:49:16","2016-05-15 20:32:57","17","1015650","不错，新房装修还没使用，但是看起来很不错，大品牌值得入手"
"jd_183017ihy","广东","金牌会员","来自京东iPad客户端","True","5","好评","2016-11-12 20:46:12","2016-11-11 08:15:39","1","1015650","送货快包装完整，京东自营就是值得信赖"
"j***y","","金牌会员","来自京东Android客户端","True","5","好评","2016-09-02 18:13:55","2016-08-29 06:38:18","4","1015650","不错，买的挺值的，洗衣机很好用，从此爱上洗衣服"
